"Tipo","Preco","Area","Quartos","Banheiros","Endereco","Estado","Cidade","lat","long"
"AP",1800,60,3,2,"Rua Padre Guerra, 2677 - Alagadiço Novo, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",700,35,2,2,"Avenida Sabino Monte, 3919 - Tauape, Fortaleza - CE, Brazil","CE","Fortaleza",-3.753331,-38.51255
"AP",1500,75,3,2,"Avenida das Adenanteras, 311 - Cocó, Fortaleza - CE, Brazil","CE","Fortaleza",-3.752398,-38.47687
"AP",750,56,2,2,"Centro, Caucaia - CE, Brazil","CE","Caucaia",-23.68482,-47.02477
"AP",800,53,2,1,"Rua Evaristo Reis, 309 - Tauape, Fortaleza - CE, Brazil","CE","Fortaleza",-3.76124,-38.50878
"AP",850,60,2,1,"Rua Emir Sfair - Santa Cruz, Cascavel - PR, Brazil","PR","Cascavel",-24.95092,-53.50839
"AP",1800,104,3,1,"Rua Bento Albuquerque, 333 - Cocó, Fortaleza - CE, Brazil","CE","Fortaleza",-3.743872,-38.48286
"AP",1500,111,2,1,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",695,60,3,1,"Rua Miguel Gonçalves, 653 - Bela Vista, Fortaleza - CE, Brazil","CE","Fortaleza",-3.755401,-38.5589
"AP",1500,140,2,2,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",650,45,1,1,"Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-4.225295,-38.92097
"AP",1200,69,2,3,"Rua Joaquim Sá - Joaquim Tavora, Fortaleza - CE, Brazil","CE","Fortaleza",-3.747127,-38.51177
"AP",600,53,2,2,"Rua Maximiano Barreto, 1055 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",-3.824254,-38.50372
"AP",850,70,3,1,"Rua Maringá, 2912 - São Cristovão, Cascavel - PR, Brazil","PR","Cascavel",-24.94658,-53.43101
"AP",720,67,2,2,"Rua Manuel Moura, 253 - Icarai, Caucaia - CE, Brazil","CE","Caucaia",NA,NA
"AP",700,70,3,2,"Rua Doutor Pedro Sampaio - Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",1000,75,3,2,"Rua Pedro II, 111 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",1100,100,3,1,"Rua Agapito dos Santos - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.72517,-38.53853
"AP",1200,62,2,2,"Rua Guaramirim, 805 - Lagoinha, Eusébio - CE, Brazil","CE","Eusébio",-3.895439,-38.4415
"AP",1800,145,3,4,"Rua Vicente Linhares, 983 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.742821,-38.4983
"AP",2500,64,2,2,"Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727822,-38.50037
"AP",1150,72,3,2,"Rua Aveledo, 485 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",-3.836341,-38.49606
"AP",600,50,2,1,"Rua Acapulco, 235 - Itaperi, Fortaleza - CE, Brazil","CE","Fortaleza",-3.792131,-38.54753
"AP",750,60,2,1,"Rua Rafael Picoli, 2791 - Country, Cascavel - PR, Brazil","PR","Cascavel",-24.93951,-53.44867
"AP",995,44,2,1,"Rua Antônio Divino, 325 - Mondubim, Fortaleza - CE, Brazil","CE","Fortaleza",-3.80488,-38.5614
"AP",800,85,2,1,"Rua Desembargador Hermes Parahyba - Barra do Ceará, Fortaleza - CE, Brazil","CE","Fortaleza",-3.713843,-38.5887
"AP",600,60,2,2,"Pan Americano, Fortaleza - CE, Brazil","CE","Fortaleza",-3.755788,-38.56522
"AP",600,44,2,1,"Rua Monte Líbano, 946 - Mondubim, Fortaleza - CE, Brazil","CE","Fortaleza",-3.826265,-38.56314
"AP",2500,65,3,2,"Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.734153,-38.5097
"AP",7000,128,3,3,"Avenida Beira Mar - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725656,-38.49716
"AP",800,62,1,1,"Rua Souza Naves, 4097 - Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.95252,-53.45759
"AP",1700,53,2,2,"Rua Barão de Aracati, 2050 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.738164,-38.5136
"AP",2009,70,3,3,"Rua Major Facundo - Fátima, Fortaleza - CE, Brazil","CE","Fortaleza",-3.743842,-38.53304
"AP",1600,70,3,3,"Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727822,-38.50037
"AP",2600,130,3,6,"Rua Professor Dias da Rocha, 695 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.738663,-38.49267
"AP",2200,46,2,1,"Avenida Almirante Maximiniano da Fonseca, 421 - Engenheiro Luciano Cavalcante, Fortaleza - CE, Brazil","CE","Fortaleza",-3.771306,-38.4851
"AP",3000,72,2,2,"Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727822,-38.50037
"AP",2300,60,2,2,"Rua 5 - Cidade dos Funcionários, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",1809,65,3,2,"Rua Guilherme Rocha - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725798,-38.53165
"AP",800,80,3,3,"Rua Marechal Deodoro, 1395 - Benfica, Fortaleza - CE, Brazil","CE","Fortaleza",-3.739154,-38.5348
"AP",1700,88,3,2,"Rua Leonardo Mota, 2210 - Dionísio Torres, Fortaleza - CE, Brazil","CE","Fortaleza",-3.74543,-38.49914
"AP",700,65,3,2,"Avenida Juscelino Kubitschek - Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.825665,-38.53956
"AP",850,109,3,1,"Rua Grijalva Costa - Jardim América, Fortaleza - CE, Brazil","CE","Fortaleza",-3.752775,-38.54234
"AP",1500,166,3,3,"Rua Fausto Cabral, 603 - Papicu, Fortaleza - CE, Brazil","CE","Fortaleza",-3.735618,-38.46972
"AP",800,53,2,2,"Rua Adolfo Campelo, 140 - Jacarecanga, Fortaleza - CE, Brazil","CE","Fortaleza",-3.721068,-38.54431
"AP",800,85,3,3,"Avenida dos Expedicionários, 366 - Montese, Fortaleza - CE, Brazil","CE","Fortaleza",-3.767898,-38.54212
"AP",3700,66,2,2,"Avenida da Abolição, 2311 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725953,-38.4989
"AP",1300,66,2,2,"Rua Osvaldo Cruz, 3485 - São João do Tauape, Fortaleza - CE, Brazil","CE","Fortaleza",-3.754274,-38.50632
"AP",2000,170,3,3,"Rua Ana Bilhar, 527 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.729448,-38.49531
"AP",900,67,2,2,"Parangaba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.777147,-38.56714
"AP",1750,104,3,2,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",1100,85,3,2,"Avenida da Universidade, 3264 - Benfica, Fortaleza - CE, Brazil","CE","Fortaleza",-3.73479,-38.53349
"AP",750,50,2,1,"Rua B, 191 - Dendê, Fortaleza - CE, Brazil","CE","Fortaleza",-3.803961,-38.55481
"AP",2400,56,2,2,"Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727822,-38.50037
"AP",750,60,2,1,"Coqueiral, Cascavel - PR, Brazil","PR","Cascavel",-24.95234,-53.48969
"AP",1800,67,3,2,"Avenida Historiador Raimundo Girão, 600 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.721619,-38.51032
"AP",500,78,3,1,"Rua Leão Marinho, 183 - Porto das Dunas, Aquiraz - CE, Brazil","CE","Aquiraz",-3.840059,-38.3977
"AP",1500,204,3,6,"Avenida Senador Virgílio Távora, 233 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.732357,-38.4917
"AP",2200,72,3,3,"Porto das Dunas, Aquiraz - CE, Brazil","CE","Aquiraz",-3.848832,-38.39328
"AP",950,60,3,1,"Rua Antônio Augusto, 3030 - Joaquim Tavora, Fortaleza - CE, Brazil","CE","Fortaleza",-3.738761,-38.51633
"AP",2000,47,2,2,"Rua Antônio Atualpa Rodrigues, 100 - Praia do Futuro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.749757,-38.4485
"AP",500,58,1,2,"Rua Domingos Alves Ribeiro, 541 - Jangurussu, Fortaleza - CE, Brazil","CE","Fortaleza",-3.834845,-38.5102
"AP",750,49,2,1,"Coqueiral, Cascavel - PR, Brazil","PR","Cascavel",-24.95234,-53.48969
"AP",950,68,3,1,"Avenida Sargento Hermínio Sampaio - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.724995,-38.5529
"AP",2000,67,3,3,"Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.734153,-38.5097
"AP",1600,65,3,2,"Rua Osvaldo Cruz, 1000 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.740572,-38.50191
"AP",490,60,2,2,"Rua Paulina de Arruda - Jangurussu, Fortaleza - CE, Brazil","CE","Fortaleza",-3.83119,-38.51322
"AP",800,64,3,2,"Avenida dos Expedicionários, 4716 - Parreão, Fortaleza - CE, Brazil","CE","Fortaleza",-3.753362,-38.53762
"AP",2300,60,2,2,"Avenida Desembargador Moreira, 491 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.730202,-38.49644
"AP",600,55,2,2,"Rua Rio Negro, 290 - Tabapuã, Caucaia - CE, Brazil","CE","Caucaia",-3.739571,-38.60554
"AP",700,43,2,1,"Avenida dos Paroaras - Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.810247,-38.53949
"AP",1200,94,3,3,"Rua Paulo Mendes, 155 - Praia do Futuro I, Fortaleza - CE, Brazil","CE","Fortaleza",-3.742948,-38.45494
"AP",1544,54,2,2,"Rua Guilherme Rocha, 1299 - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.724005,-38.53763
"AP",1600,70,2,2,"Rua Pereira Valente, 455 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.731784,-38.49783
"AP",540,35,1,1,"Rua Matelândia, 534 - Pacaembú, Cascavel - PR, Brazil","PR","Cascavel",-24.95892,-53.41947
"AP",800,50,2,2,"Rua Quinze de Novembro, 707 - Centro, Caucaia - CE, Brazil","CE","Caucaia",-3.733259,-38.65475
"AP",1100,65,3,2,"Rua José Sombra, 460 - Parque Araxá, Fortaleza - CE, Brazil","CE","Fortaleza",-3.737732,-38.54629
"AP",700,60,3,2,"Avenida Washington Soares, 8223 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",-3.822583,-38.48131
"AP",800,70,2,1,"Rua Armando Monteiro, 263 - Vila União, Fortaleza - CE, Brazil","CE","Fortaleza",-3.766024,-38.52968
"AP",1500,91,2,2,"Rua Curitiba - Neva, Cascavel - PR, Brazil","PR","Cascavel",-24.96226,-53.46349
"AP",500,68,2,1,"Rua Cauby Damasceno - Icarai, Caucaia - CE, Brazil","CE","Caucaia",-3.67017,-38.67435
"AP",1600,65,2,2,"Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727822,-38.50037
"AP",700,40,2,1,"Rua Farias Lemos, 800 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",-3.817909,-38.49227
"AP",490,84,3,2,"Rua Manoel Moura - Icarai, Caucaia - CE, Brazil","CE","Caucaia",-3.673392,-38.67003
"AP",800,70,3,2,"Rua João Tomé, 650 - Monte Castelo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727694,-38.54734
"AP",1000,80,3,2,"Rua Antonina do Norte, 194 - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.729906,-38.55367
"AP",700,76,3,2,"Rua Francisco Nogueira - Cajazeiras, Fortaleza - CE, Brazil","CE","Fortaleza",-3.800402,-38.50717
"AP",2400,140,3,1,"Rua Osvaldo Cruz, 918 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.740572,-38.50191
"AP",1750,70,3,3,"Joaquim Tavora, Fortaleza - CE, Brazil","CE","Fortaleza",-3.744682,-38.51861
"AP",1200,122,3,2,"Rua Bento Albuquerque, 1611 - Cocó, Fortaleza - CE, Brazil","CE","Fortaleza",-3.743872,-38.48286
"AP",600,45,1,1,"Guajiru, Fortaleza - CE, Brazil","CE","Fortaleza",-3.700666,-38.64215
"AP",1100,60,2,1,"Avenida João Pessoa, 4047 - Damas, Fortaleza - CE, Brazil","CE","Fortaleza",-3.758267,-38.55468
"AP",900,45,3,1,"Parangaba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.777147,-38.56714
"AP",650,65,2,2,"São João do Tauape, Fortaleza - CE, Brazil","CE","Fortaleza",-3.757361,-38.51064
"AP",700,60,3,1,"Avenida Augusto dos Anjos - Parangaba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.77137,-38.57119
"AP",1100,76,3,2,"Neva, Cascavel - PR, Brazil","PR","Cascavel",-24.97035,-53.46941
"AP",1800,44,2,1,"Rua Vinte e Cinco de Março, 200 - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.724259,-38.52085
"AP",1000,90,3,2,"Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.813118,-38.53206
"AP",850,80,2,1,"Rua Jacarezinho, 1627 - São Cristovão, Cascavel - PR, Brazil","PR","Cascavel",-24.94056,-53.43365
"AP",900,60,3,2,"Rua das Carnaúbas, 140 - Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.807784,-38.53521
"AP",700,68,3,2,"Avenida Engenheiro Heitor de Oliveira Albuquerque, 500 - Cidade dos Funcionários, Fortaleza - CE, Brazil","CE","Fortaleza",-3.789732,-38.50164
"AP",1000,70,2,1,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",650,65,2,1,"Avenida Bernardo Manuel, 8500 - Itaperi, Fortaleza - CE, Brazil","CE","Fortaleza",-3.794026,-38.55011
"AP",1440,57,2,1,"Avenida da Abolição, 2111 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725651,-38.49988
"AP",2000,50,2,1,"Rua Vinte e Cinco de Março, 200 - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.724259,-38.52085
"AP",780,60,2,2,"Vila Franze, 1350 - Cristo Redentor, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",600,30,1,1,"Rua Delfino Dias do Prado, 261 - Maria Luíza, Cascavel - PR, Brazil","PR","Cascavel",-24.97791,-53.45362
"AP",750,45,2,2,"Rua Murará, 101 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",1600,65,3,2,"Rua Nunes Valente, 1978 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.724942,-38.50019
"AP",1200,65,3,2,"Rua Coronel João de Oliveira, 355 - Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",-3.823294,-38.48409
"AP",850,50,2,2,"Rua Coronel Nunes de Melo, 1493 - Rodolfo Teófilo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.748342,-38.55261
"AP",500,32,1,1,"Rua Academia, 1018 - Universitário, Cascavel - PR, Brazil","PR","Cascavel",-24.98473,-53.44285
"AP",1200,60,2,3,"Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727822,-38.50037
"AP",650,48,2,2,"Rua Vicente Luís, 400 - Curicaca, Caucaia - CE, Brazil","CE","Caucaia",NA,NA
"AP",700,65,2,2,"Montese, Fortaleza - CE, Brazil","CE","Fortaleza",-3.764057,-38.55084
"AP",2300,90,3,2,"Rua Leão Veloso - Parque Iracema, Fortaleza - CE, Brazil","CE","Fortaleza",-3.807939,-38.49098
"AP",1400,58,2,2,"Parreão, Fortaleza - CE, Brazil","CE","Fortaleza",-3.759629,-38.53762
"AP",1150,85,3,2,"Independência, Cascavel - PR, Brazil","PR","Cascavel",-24.71919,-53.70677
"AP",800,55,2,1,"Cancelli, Cascavel - PR, Brazil","PR","Cascavel",-24.93418,-53.47374
"AP",600,62,2,1,"Avenida Deputado Paulino Rocha - Cajazeiras, Fortaleza - CE, Brazil","CE","Fortaleza",-3.810457,-38.51153
"AP",650,50,2,1,"Castelão, Fortaleza - CE, Brazil","CE","Fortaleza",-3.806742,-38.52168
"AP",1000,63,2,1,"Rua Francisco Bartinik, 1079 - Coqueiral, Cascavel - PR, Brazil","PR","Cascavel",-24.95482,-53.4909
"AP",2300,110,4,8,"Rua República do Líbano, 992 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.732872,-38.49193
"AP",1000,85,2,2,"Rua Belo Horizonte, 2928 - Jóquei Clube, Fortaleza - CE, Brazil","CE","Fortaleza",-3.765073,-38.56829
"AP",750,63,2,3,"Avenida Heraclito Graça, 411 - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.735044,-38.51957
"AP",1100,70,3,2,"Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.813118,-38.53206
"AP",700,60,2,1,"Rua Fortaleza, 3180 - Recanto Tropical, Cascavel - PR, Brazil","PR","Cascavel",-24.94873,-53.47737
"AP",1600,36,1,1,"Rua Antônio Atualpa Rodrigues, 100 - Praia do Futuro II, Fortaleza - CE, Brazil","CE","Fortaleza",-3.751137,-38.4513
"AP",700,44,2,2,"Messejana, Fortaleza - CE, Brazil","CE","Fortaleza",-3.826662,-38.49352
"AP",1400,55,2,2,"Rua Zuca Accioly, 1101 - Manoel Dias Branco, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",1350,110,2,1,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",1100,57,3,2,"Rua Benjamim Brasil - Maraponga, Fortaleza - CE, Brazil","CE","Fortaleza",-3.803227,-38.57202
"AP",1000,74,3,3,"Cambeba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.806602,-38.48513
"AP",900,46,1,1,"Rua São Francisco de Assis, 657 - Pioneiros Catarinenses, Cascavel - PR, Brazil","PR","Cascavel",-24.97522,-53.48165
"AP",1500,102,3,3,"Avenida Santos Dumont - Papicu, Fortaleza - CE, Brazil","CE","Fortaleza",-3.746454,-38.46653
"AP",950,70,3,2,"Rua Braz de Francesco, 135 - Presidente Kennedy, Fortaleza - CE, Brazil","CE","Fortaleza",-3.732929,-38.56725
"AP",700,70,2,2,"Rodolfo Teófilo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.746289,-38.5499
"AP",1300,57,2,2,"Avenida Francisco Sá, 1854 - Jacarecanga, Fortaleza - CE, Brazil","CE","Fortaleza",-3.720477,-38.54803
"AP",1300,120,2,2,"Rua Solon Pinheiro, 1143 - José Bonifácio, Fortaleza - CE, Brazil","CE","Fortaleza",-3.742597,-38.53041
"AP",800,42,1,1,"Rua General Clarindo de Queiroz, 800 - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.732213,-38.53171
"AP",1000,60,2,2,"Cidade dos Funcionários, Fortaleza - CE, Brazil","CE","Fortaleza",-3.794748,-38.49814
"AP",1200,60,2,2,"Rua José Cândido, 376 - Monte Castelo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.728702,-38.55096
"AP",3850,107,3,3,"Via Local, 25 - Porto das Dunas, Aquiraz - CE, Brazil","CE","Aquiraz",NA,NA
"AP",1500,63,3,2,"Rua Tomás Pompeu, 49 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",900,50,2,1,"Rua Eduardo Barros Leal, 113 - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.733153,-38.56399
"AP",600,68,2,2,"Pan Americano, Fortaleza - CE, Brazil","CE","Fortaleza",-3.755788,-38.56522
"AP",1800,105,3,3,"Rua Barão de Aracati, 758 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.738164,-38.5136
"AP",900,76,3,2,"Cidade dos Funcionários, Fortaleza - CE, Brazil","CE","Fortaleza",-3.794748,-38.49814
"AP",2300,132,3,4,"Rua Deputado Moreira da Rocha, 558 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727297,-38.50425
"AP",980,60,2,2,"Avenida Ministro José Américo - Cambeba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.810484,-38.48356
"AP",920,60,2,1,"Rua Casimiro de Abreu, 60 - Parangaba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.783396,-38.56391
"AP",2500,45,1,1,"Avenida da Abolição, 2311 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725953,-38.4989
"AP",1450,130,3,2,"Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.734153,-38.5097
"AP",1028,65,3,2,"Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.813118,-38.53206
"AP",1200,75,2,1,"Regiao do Lago 1, Cascavel - PR, Brazil","PR","Cascavel",-24.72418,-53.74509
"AP",1100,90,3,2,"Rua Antônio Drumond, 850 - Monte Castelo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.72816,-38.55218
"AP",1300,75,3,2,"Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.734153,-38.5097
"AP",900,53,2,2,"Lagoa Redonda, Fortaleza - CE, Brazil","CE","Fortaleza",-3.315699,-39.30121
"AP",900,72,2,4,"Avenida Pontes Vieira, 966 - Tauape, Fortaleza - CE, Brazil","CE","Fortaleza",-3.752406,-38.51049
"AP",809,70,2,1,"Avenida Francisco Sá - Jacarecanga, Fortaleza - CE, Brazil","CE","Fortaleza",-3.722158,-38.54287
"AP",1300,73,2,2,"Praia de Iracema, Fortaleza - CE, Brazil","CE","Fortaleza",-3.720798,-38.51563
"AP",850,50,2,2,"Rua Alan Kardec, 606 - Montese, Fortaleza - CE, Brazil","CE","Fortaleza",-3.76277,-38.55275
"AP",2500,101,3,2,"Rua Leão Veloso - Parque Iracema, Fortaleza - CE, Brazil","CE","Fortaleza",-3.807939,-38.49098
"AP",480,40,2,1,"Rua I, 325 - Parque Dois Irmãos, Fortaleza - CE, Brazil","CE","Fortaleza",-3.810914,-38.55432
"AP",750,120,3,2,"Avenida Mister Hull, 3120 - Antônio Bezerra, Fortaleza - CE, Brazil","CE","Fortaleza",-3.739941,-38.59381
"AP",2000,138,3,4,"Papicu, Fortaleza - CE, Brazil","CE","Fortaleza",-3.739545,-38.47538
"AP",770,60,2,1,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",1200,72,3,2,"Rua Vinícius de Morais, 211 - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.732475,-38.55651
"AP",900,113,3,3,"Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.734153,-38.5097
"AP",530,80,3,2,"Aerolândia, Fortaleza - CE, Brazil","CE","Fortaleza",-3.774889,-38.51358
"AP",700,60,2,1,"Rua das Oiticicas, 100 - Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.810739,-38.53763
"AP",950,80,3,2,"Avenida Brasil - Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.95555,-53.45547
"AP",3500,68,2,2,"Praia de Iracema, Fortaleza - CE, Brazil","CE","Fortaleza",-3.720798,-38.51563
"AP",1800,51,3,1,"Avenida Oliveira Paiva, 1670 - Cidade dos Funcionários, Fortaleza - CE, Brazil","CE","Fortaleza",-3.795962,-38.49062
"AP",2500,62,2,2,"Rua Osvaldo Cruz, 146 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727107,-38.49778
"AP",650,65,3,2,"Passaré, Fortaleza - CE, Brazil","CE","Fortaleza",-3.813118,-38.53206
"AP",1400,70,2,2,"Rua Joaquim Sá - Joaquim Tavora, Fortaleza - CE, Brazil","CE","Fortaleza",-3.747127,-38.51177
"AP",3600,70,2,2,"Avenida Beira Mar, 2120 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.724734,-38.50216
"AP",900,55,2,2,"Rua Alan Kardec, 324 - Montese, Fortaleza - CE, Brazil","CE","Fortaleza",-3.76277,-38.55275
"AP",1000,85,3,3,"Rua Professor Carvalho - Joaquim Tavora, Fortaleza - CE, Brazil","CE","Fortaleza",-3.752258,-38.51507
"AP",1500,104,3,2,"Neva, Cascavel - PR, Brazil","PR","Cascavel",-24.97035,-53.46941
"AP",570,63,2,2,"Itapoa, Caucaia - CE, Brazil","CE","Caucaia",NA,NA
"AP",800,41,2,1,"Rua Alameda Verde - Coacu, Eusébio - CE, Brazil","CE","Eusébio",NA,NA
"AP",2300,95,3,3,"JOSE DE ALENCAR, Fortaleza - CE, Brazil","CE","Fortaleza",-3.810008,-38.47262
"AP",900,60,3,2,"Rua Soares Bulcão, 1530 - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.73184,-38.55213
"AP",2400,80,3,2,"Mucuripe, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725706,-38.4848
"AP",1600,72,2,2,"Avenida Historiador Raimundo Girão, 306 - Praia de Iracema, Fortaleza - CE, Brazil","CE","Fortaleza",-3.720253,-38.51528
"AP",2600,154,3,1,"Rua Vicente Linhares, 1415 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.742821,-38.4983
"AP",1300,63,3,2,"Centro, Aquiraz - CE, Brazil","CE","Aquiraz",-3.906165,-38.38743
"AP",2300,71,3,3,"Rua Silva Jatahy, 735 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.727682,-38.49728
"AP",500,64,1,1,"Rua 1, 417 - Tabapuã, Caucaia - CE, Brazil","CE","Caucaia",-3.739213,-38.61075
"AP",800,118,3,3,"Avenida Bezerra de Menezes, 2270 - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.732692,-38.55064
"AP",1500,73,3,2,"Rua Júlio César - Damas, Fortaleza - CE, Brazil","CE","Fortaleza",-3.753339,-38.5458
"AP",999,60,3,2,"Rua Soares Bulcão - Sao Gerardo, Fortaleza - CE, Brazil","CE","Fortaleza",-3.73184,-38.55213
"AP",850,44,2,1,"Rua B, 20 - Dendê, Fortaleza - CE, Brazil","CE","Fortaleza",-3.803961,-38.55481
"AP",3400,54,2,2,"Rua Barão de Aracati, 145 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.723527,-38.50863
"AP",970,60,2,1,"Rua Casimiro de Abreu, 60 - Parangaba, Fortaleza - CE, Brazil","CE","Fortaleza",-3.783396,-38.56391
"AP",1100,83,3,3,"Rua Jaú, 60 - Parreão, Fortaleza - CE, Brazil","CE","Fortaleza",-3.760757,-38.5308
"AP",2500,49,1,1,"Avenida da Abolição, 2111 - Meireles, Fortaleza - CE, Brazil","CE","Fortaleza",-3.725651,-38.49988
"AP",900,85,2,1,"Rua Doutor José Lino - Varjota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.730651,-38.48297
"AP",1200,80,3,2,"Centro, Cascavel - PR, Brazil","PR","Cascavel",-24.73033,-53.73957
"AP",3200,70,2,2,"Avenida dos Golfinhos, 2071 - Porto das Dunas, Aquiraz - CE, Brazil","CE","Aquiraz",-3.845821,-38.38967
"AP",800,66,2,2,"Rua Adolfo Campelo, 140 - Jacarecanga, Fortaleza - CE, Brazil","CE","Fortaleza",-3.721068,-38.54431
"AP",1925,73,3,2,"Rua 3, 200 - Cidade dos Funcionários, Fortaleza - CE, Brazil","CE","Fortaleza",NA,NA
"AP",600,30,1,1,"Rua Delfino Dias do Prado, 261 - Maria Luíza, Cascavel - PR, Brazil","PR","Cascavel",-24.97791,-53.45362
"AP",850,59,2,2,"Avenida Heraclito Graça, 411 - Centro, Fortaleza - CE, Brazil","CE","Fortaleza",-3.735044,-38.51957
